BALANCE,PURCHASES,ONEOFF_PURCHASES,TENURE,Cluster
-0.7319893664465486,-0.424899735240609,-0.3569340222066546,0.3606795442537749,1
0.7869608532656136,-0.4695518820955651,-0.3569340222066546,0.3606795442537749,1
0.4471351319803288,-0.1076682302732753,0.1088885127680007,0.3606795442537749,1
0.0490991394687836,0.2320578467889134,0.5461894563646923,0.3606795442537749,1
-0.3587752952564145,-0.4620630524343565,-0.3472942786061598,0.3606795442537749,1
0.1178783922626168,0.1544922935729456,-0.3569340222066546,0.3606795442537749,1
-0.4502772182552461,2.8494084938998494,3.500547950845556,0.3606795442537749,2
0.1245200221560722,-0.2653876634568662,-0.3569340222066546,0.3606795442537749,1
-0.2640262509070659,-0.066329890543404,0.0416031024365477,0.3606795442537749,1
-0.6785040237975313,0.1303033737672418,0.4152094401929705,0.3606795442537749,1
-0.1303679524865358,-0.0388880103536128,-0.3569340222066546,0.3606795442537749,1
-0.4485793651125057,0.2288657331458233,0.5420805156549815,0.3606795442537749,1
-0.0228432072468871,1.0366343029964715,1.1494144866848988,0.3606795442537749,1
-0.3088193736595986,0.5311102177536631,-0.10391485205267,0.3606795442537749,1
0.5805173711636284,-0.4695518820955651,-0.3569340222066546,0.3606795442537749,1
2.556788000503185,0.2848072907150514,-0.3569340222066546,0.3606795442537749,0
0.2438722612052508,-0.4695518820955651,-0.3569340222066546,-2.628285197478895,3
-0.7318986877752869,-0.2266329699601118,-0.3569340222066546,0.3606795442537749,1
0.2039945325967601,-0.2334899296186559,-0.2569216823515221,0.3606795442537749,1
0.9673686098387378,-0.2829676910865534,-0.3569340222066546,0.3606795442537749,0
0.2172607241921098,-0.3868564805616694,-0.3569340222066546,0.3606795442537749,1
2.3085521769589814,2.507234505642153,3.2037703695850754,0.3606795442537749,0
-0.6880570102843251,-0.0876683745593102,-0.3569340222066546,0.3606795442537749,1
1.0741134834332524,1.518896211104151,1.7243830185761553,0.3606795442537749,0
1.827648649549936,-0.4695518820955651,-0.3569340222066546,-0.3865616411793925,0
-0.6700695217747399,-0.2825183613068808,-0.3569340222066546,0.3606795442537749,1
0.0247391307057509,-0.4218105930053604,-0.2954806567535009,0.3606795442537749,1
-0.6912507131822464,-0.360364745635144,-0.3569340222066546,0.3606795442537749,1
2.6848984760582617,-0.2883924120723913,-0.2336959251140802,0.3606795442537749,0
